	ID	Instructor	Title	Topic	URL	Venue	Year
	366	Malik Magdon-Ismail	Overfitting	512	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect11.pdf	Rensselaer Polytechnic Institute	2020
	367	Malik Magdon-Ismail	Regularization	512	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect12-C.pdf	Rensselaer Polytechnic Institute	2020
	368	Malik Magdon-Ismail	Regularization	512	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect12.pdf	Rensselaer Polytechnic Institute	2020
	369	Malik Magdon-Ismail	Validation and Model Selection	712	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect13-C.pdf	Rensselaer Polytechnic Institute	2020
	370	Malik Magdon-Ismail	Validation and Model Selection	712	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect13.pdf	Rensselaer Polytechnic Institute	2020
	371	Malik Magdon-Ismail	Three Learning Principles	851	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect14-C.pdf	Rensselaer Polytechnic Institute	2020
	372	Malik Magdon-Ismail	Three Learning Principles	851	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect14.pdf	Rensselaer Polytechnic Institute	2020
	373	Malik Magdon-Ismail	Reflecting on Our Path - Epilogue to Part I	852	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect15-C.pdf	Rensselaer Polytechnic Institute	2020
	374	Malik Magdon-Ismail	Reflecting on Our Path - Epilogue to Part I	852	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect15.pdf	Rensselaer Polytechnic Institute	2020
	375	Malik Magdon-Ismail	Similarity and Nearest Neighbor	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect16-C.pdf	Rensselaer Polytechnic Institute	2020
	376	Malik Magdon-Ismail	Similarity and Nearest Neighbor	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect16.pdf	Rensselaer Polytechnic Institute	2020
	377	Malik Magdon-Ismail	Memory and Efficiency in Nearest Neighbor	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect17-C.pdf	Rensselaer Polytechnic Institute	2020
	378	Malik Magdon-Ismail	Memory and Efficiency in Nearest Neighbor	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect17.pdf	Rensselaer Polytechnic Institute	2020
	379	Malik Magdon-Ismail	Radial Basis Functions	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect18-C.pdf	Rensselaer Polytechnic Institute	2020
	380	Malik Magdon-Ismail	Radial Basis Functions	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect18.pdf	Rensselaer Polytechnic Institute	2020
	381	Malik Magdon-Ismail	A Peek At Unsupervised Learning	571	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect19-C.pdf	Rensselaer Polytechnic Institute	2020
	382	Malik Magdon-Ismail	A Peek At Unsupervised Learning	571	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect19.pdf	Rensselaer Polytechnic Institute	2020
	383	Malik Magdon-Ismail	Multilayer Perceptron	515	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect20-C.pdf	Rensselaer Polytechnic Institute	2020
	384	Malik Magdon-Ismail	Multilayer Perceptron	515	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect20.pdf	Rensselaer Polytechnic Institute	2020
	385	Malik Magdon-Ismail	Neural Networks: Backpropagation	516	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect21-C.pdf	Rensselaer Polytechnic Institute	2020
	386	Malik Magdon-Ismail	Neural Networks: Backpropagation	516	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect21.pdf	Rensselaer Polytechnic Institute	2020
	387	Malik Magdon-Ismail	Neural Networks and Overfitting	516	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect22-C.pdf	Rensselaer Polytechnic Institute	2020
	388	Malik Magdon-Ismail	Neural Networks and Overfitting	516	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect22.pdf	Rensselaer Polytechnic Institute	2020
	389	Malik Magdon-Ismail	SVM’s: Maximizing the Margin	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect23-C.pdf	Rensselaer Polytechnic Institute	2020
	390	Malik Magdon-Ismail	SVM’s: Maximizing the Margin	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect23.pdf	Rensselaer Polytechnic Institute	2020
	391	Malik Magdon-Ismail	The Optimal Hyperplane and Overfitting	712	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect24-C.pdf	Rensselaer Polytechnic Institute	2020
	392	Malik Magdon-Ismail	The Optimal Hyperplane and Overfitting	712	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect24.pdf	Rensselaer Polytechnic Institute	2020
	393	Malik Magdon-Ismail	The Kernel Trick	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect25-C.pdf	Rensselaer Polytechnic Institute	2020
	394	Malik Magdon-Ismail	The Kernel Trick	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect25.pdf	Rensselaer Polytechnic Institute	2020
	395	Malik Magdon-Ismail	Kernel Machines	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect26-C.pdf	Rensselaer Polytechnic Institute	2020
	396	Malik Magdon-Ismail	Kernel Machines	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect26.pdf	Rensselaer Polytechnic Institute	2020
	397	Malik Magdon-Ismail	Learning Aides	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect27-C.pdf	Rensselaer Polytechnic Institute	2020
	398	Malik Magdon-Ismail	Learning Aides	521	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect27.pdf	Rensselaer Polytechnic Institute	2020
	399	Malik Magdon-Ismail	Aggregation	111	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect28-C.pdf	Rensselaer Polytechnic Institute	2020
	400	Malik Magdon-Ismail	Aggregation	111	https://www.cs.rpi.edu/~magdon/courses/LFD-Slides/SlidesLect28.pdf	Rensselaer Polytechnic Institute	2020
	401	Keith Schwarz	Class Logics	111	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/00/Slides00.pdf	Stanford University	2021
	402	Keith Schwarz	Mathematical Proofs	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/01/Slides01.pdf	Stanford University	2021
	403	Keith Schwarz	Indirect Proofs	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/02/Slides02.pdf	Stanford University	2021
	404	Keith Schwarz	Propositional Logic	831	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/03/Slides03.pdf	Stanford University	2021
	405	Keith Schwarz	First-Order Logic	833	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/04/Slides04.pdf	Stanford University	2021
	406	Keith Schwarz	First-Order Logic	833	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/05/Slides05.pdf	Stanford University	2021
	407	Keith Schwarz	Binary Relations	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/06/Slides06.pdf	Stanford University	2021
	408	Keith Schwarz	Binary Relations	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/07/Slides07.pdf	Stanford University	2021
	409	Keith Schwarz	Functions	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/08/Slides08.pdf	Stanford University	2021
	410	Keith Schwarz	Cardinality	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/09/Slides09.pdf	Stanford University	2021
	411	Keith Schwarz	Graph Theory	748	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/10/Slides10.pdf	Stanford University	2021
	412	Keith Schwarz	Graph Theory	748	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/11/Slides11.pdf	Stanford University	2021
	413	Keith Schwarz	Mathematical Induction	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/12/Slides12.pdf	Stanford University	2021
	414	Keith Schwarz	Mathematical Induction	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/13/Slides13.pdf	Stanford University	2021
	415	Keith Schwarz	Finite Automata	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/14/Slides14.pdf	Stanford University	2021
	416	Keith Schwarz	Finite Automata	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/15/Slides15.pdf	Stanford University	2021
	417	Keith Schwarz	Finite Automata	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/16/Slides16.pdf	Stanford University	2021
	418	Keith Schwarz	Regular Expressions	161	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/17/Slides17.pdf	Stanford University	2021
	419	Keith Schwarz	Nonregular Languages	135	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/18/Slides18.pdf	Stanford University	2021
	420	Keith Schwarz	Context-Free Grammars	242	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/19/Slides19.pdf	Stanford University	2021
	421	Keith Schwarz	Turing Machines	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/20/Slides20.pdf	Stanford University	2021
	422	Keith Schwarz	Turing Machines	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/21/Slides21.pdf	Stanford University	2021
	423	Keith Schwarz	Turing Machines	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/22/Slides22.pdf	Stanford University	2021
	424	Keith Schwarz	Unsolvable Problems	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/23/Slides23.pdf	Stanford University	2021
	425	Keith Schwarz	Unsolvable Problems	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/24/Slides24.pdf	Stanford University	2021
	426	Keith Schwarz	Complexity Theory	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/25/Slides25.pdf	Stanford University	2021
	427	Keith Schwarz	Complexity Theory	811	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/26/Slides26.pdf	Stanford University	2021
	428	Keith Schwarz	Wrap-up Lecture	112	https://web.stanford.edu/class/archive/cs/cs103/cs103.1202/lectures/27/Slides27.pdf	Stanford University	2021
	429	Matus Telgarsky	PCA	341	https://mjt.cs.illinois.edu/ml/lec15.pdf	UIUC	2021
	430	Matus Telgarsky	Overview	711	https://mjt.cs.illinois.edu/ml/lec1.pdf	UIUC	2021
	431	Matus Telgarsky	Linear regression	511	https://mjt.cs.illinois.edu/ml/lec2.pdf	UIUC	2021
	432	Matus Telgarsky	Logistic regression	516	https://mjt.cs.illinois.edu/ml/lec3.pdf	UIUC	2021
	435	Matus Telgarsky	Support vector machines	521	https://mjt.cs.illinois.edu/ml/lec6.pdf	UIUC	2021
	436	Matus Telgarsky	pytorch-basics-s22	731	https://mjt.cs.illinois.edu/ml/pytorch-basics-s22.pdf	UIUC	2021
	437	Matus Telgarsky	Generative networks	746	https://mjt.cs.illinois.edu/ml/slides-gn-1.pdf	UIUC	2021
	438	Matus Telgarsky	GANs	746	https://mjt.cs.illinois.edu/ml/slides-gn-2.pdf	UIUC	2021
	439	Matus Telgarsky	k-means	571	https://mjt.cs.illinois.edu/ml/slides-kmeans.pdf	UIUC	2021
	440	Matus Telgarsky	Maximum Likelihood Estimation	127	https://mjt.cs.illinois.edu/ml/slides-mle-1.pdf	UIUC	2021
	441	Matus Telgarsky	MLE part 2	127	https://mjt.cs.illinois.edu/ml/slides-mle-2.pdf	UIUC	2021
	442	Matus Telgarsky	E-M method for latent variable models	127	https://mjt.cs.illinois.edu/ml/slides-mle-3.pdf	UIUC	2021
	443	Graham Neubig, Alan Black, Shinji Watanabe	Lang in 10: Hindi	962	http://phontron.com/class/multiling2022/assets/slides/multiling-01-intro-langin10.pdf	CMU	2022
	444	Graham Neubig, Alan Black, Shinji Watanabe	Introduction	962	http://phontron.com/class/multiling2022/assets/slides/multiling-01-intro.pdf	CMU	2022
	445	Graham Neubig, Alan Black, Shinji Watanabe	Speech Lectures	962	http://phontron.com/class/multiling2022/assets/slides/multiling-01-intro-speech.pdf	CMU	2022
	446	Graham Neubig, Alan Black, Shinji Watanabe	Text Classification and Sequence Labeling	421	http://phontron.com/class/multiling2022/assets/slides/multiling-02-seqlabeling.pdf	CMU	2022
	447	Graham Neubig, Alan Black, Shinji Watanabe	Typology: The Space of Languages	962	http://phontron.com/class/multiling2022/assets/slides/multiling-03-typology.pdf	CMU	2022
	448	Graham Neubig, Alan Black, Shinji Watanabe	Words	962	http://phontron.com/class/multiling2022/assets/slides/multiling-04-words.pdf	CMU	2022
	449	Graham Neubig, Alan Black, Shinji Watanabe	Translation, Translation Data, and Evaluation	451	http://phontron.com/class/multiling2022/assets/slides/multiling-05-translation.pdf	CMU	2022
	450	Graham Neubig, Alan Black, Shinji Watanabe	Machine Translation/Sequence-to-sequence Models	753	http://phontron.com/class/multiling2022/assets/slides/multiling-06-mtmodels.pdf	CMU	2022
	451	Graham Neubig, Alan Black, Shinji Watanabe	Data-based Strategies to Low-resource MT	962	http://phontron.com/class/multiling2022/assets/slides/multiling-07-mtaugmentation.pdf	CMU	2022
	452	Graham Neubig, Alan Black, Shinji Watanabe	Language contact and change	962	http://phontron.com/class/multiling2022/assets/slides/multiling-08-languagechange.pdf	CMU	2022
	453	Graham Neubig, Alan Black, Shinji Watanabe	Multilingual Training and Cross-lingual Transfer	962	http://phontron.com/class/multiling2022/assets/slides/multiling-09-multiling-training.pdf	CMU	2022
	454	Graham Neubig, Alan Black, Shinji Watanabe	Unsupervised Machine Translation	962	http://phontron.com/class/multiling2022/assets/slides/multiling-10-unsupervisedmt.pdf	CMU	2022
	455	Diana Inkpen	Here is a simplified example of the vector space retrieval model	999	https://www.site.uottawa.ca/~diana/csi4107/cosine_tf_idf_example.pdf	University of Ottawa	2021
	456	Diana Inkpen	Cross-Language Information Retrieval	651	https://www.site.uottawa.ca/~diana/csi4107/Cross-LanguageIR.pdf	University of Ottawa	2021
	457	Diana Inkpen	example_classif_clustering_sol	999	https://www.site.uottawa.ca/~diana/csi4107/example_classif_clustering_sol.pdf	University of Ottawa	2021
	458	Diana Inkpen	The Anatomy of a Large-Scale Hypertextual Web Search Engine	625	https://www.site.uottawa.ca/~diana/csi4107/Google_SearchEngine.pdf	University of Ottawa	2021
	459	Diana Inkpen	Consider the following web pages and the set of web pages they link to	999	https://www.site.uottawa.ca/~diana/csi4107/HITS_example_solution.pdf	University of Ottawa	2021
	460	Diana Inkpen	Image Information Retrieval	611	https://www.site.uottawa.ca/~diana/csi4107/ImageIR.pdf	University of Ottawa	2021
	461	Diana Inkpen	Basic Tokenizing, Indexing, and Implementation of Vector-Space Retrieval	614	https://www.site.uottawa.ca/~diana/csi4107/Implementation.pdf	University of Ottawa	2021
	462	Diana Inkpen	Information Retrieval on the Internet	611	https://www.site.uottawa.ca/~diana/csi4107/IR_draft.pdf	University of Ottawa	2021
	463	Diana Inkpen	Preliminaries	611	https://www.site.uottawa.ca/~diana/csi4107/L0.pdf	University of Ottawa	2021
	464	Diana Inkpen	Probabilistic model Latent semantic indexing	631	https://www.site.uottawa.ca/~diana/csi4107/L10.pdf	University of Ottawa	2021
	465	Diana Inkpen	Introduction	611	https://www.site.uottawa.ca/~diana/csi4107/L1.pdf	University of Ottawa	2021
	466	Diana Inkpen	Introduction to Web Technology	611	https://www.site.uottawa.ca/~diana/csi4107/L2.pdf	University of Ottawa	2021
	468	Diana Inkpen	Performance Evaluation of Information Retrieval Systems	613	https://www.site.uottawa.ca/~diana/csi4107/L4.pdf	University of Ottawa	2021
	469	Diana Inkpen	Query Languages	622	https://www.site.uottawa.ca/~diana/csi4107/L5.pdf	University of Ottawa	2021
	470	Diana Inkpen	Text Properties and Languages	611	https://www.site.uottawa.ca/~diana/csi4107/L6.pdf	University of Ottawa	2021
	471	Diana Inkpen	Web Search. Web Spidering	625	https://www.site.uottawa.ca/~diana/csi4107/L7.pdf	University of Ottawa	2021
	472	Diana Inkpen	Text Categorization	611	https://www.site.uottawa.ca/~diana/csi4107/L8.pdf	University of Ottawa	2021
	473	Diana Inkpen	Text Clustering	624	https://www.site.uottawa.ca/~diana/csi4107/L9.pdf	University of Ottawa	2021
	474	Diana Inkpen	Language Models for Information Retrieval and Web Search	626	https://www.site.uottawa.ca/~diana/csi4107/languageModels-IR.pdf	University of Ottawa	2021
	475	Diana Inkpen	Sentiment Analysis	381	https://www.site.uottawa.ca/~diana/csi4107/lecture_sentiment_analysis.pdf	University of Ottawa	2021
	476	Diana Inkpen	Advances & Link Analysis	642	https://www.site.uottawa.ca/~diana/csi4107/LinkAnalysis.pdf	University of Ottawa	2021
	477	Diana Inkpen	Latent semantic indexing	631	https://www.site.uottawa.ca/~diana/csi4107/LSI.pdf	University of Ottawa	2021
	478	Diana Inkpen	Naïve Bayes Classifiers	513	https://www.site.uottawa.ca/~diana/csi4107/NB.pdf	University of Ottawa	2021
	479	Diana Inkpen	Neural Information Retrieval	757	https://www.site.uottawa.ca/~diana/csi4107/NeuralIR.pdf	University of Ottawa	2021
	480	Diana Inkpen	PageRank_examples	624	https://www.site.uottawa.ca/~diana/csi4107/PageRank_examples.pdf	University of Ottawa	2021
	481	Diana Inkpen	PageRank_examples	624	https://www.site.uottawa.ca/~diana/csi4107/PageRank.ppt	University of Ottawa	2021
	482	Diana Inkpen	PageRank_examples	624	https://www.site.uottawa.ca/~diana/csi4107/PR_example_sol.pdf	University of Ottawa	2021
	483	Diana Inkpen	PageRank	624	https://www.site.uottawa.ca/~diana/csi4107/PR.pdf	University of Ottawa	2021
	484	Diana Inkpen	Open Domain Question Answering	411	https://www.site.uottawa.ca/~diana/csi4107/QA.pdf	University of Ottawa	2021
	485	Diana Inkpen	Question Answering	411	https://www.site.uottawa.ca/~diana/csi4107/Q_example_sol.pdf	University of Ottawa	2021
	486	Diana Inkpen	Introduction to Semantic Web Technologies & Linked Data	611	https://www.site.uottawa.ca/~diana/csi4107/SemWebLinkedData.pdf	University of Ottawa	2021
	487	Diana Inkpen	Ranking and Learning	611	https://www.site.uottawa.ca/~diana/csi4107/TopicRankSimple.pdf	University of Ottawa	2021
	488	Diana Inkpen	Transformers for NLP and IR	757	https://www.site.uottawa.ca/~diana/csi4107/TransformersBERT.pdf	University of Ottawa	2021
	489	Diana Inkpen	Watson: An Overview of the DeepQA Project	757	https://www.site.uottawa.ca/~diana/csi4107/Watson.pdf	University of Ottawa	2021
	490	Diana Inkpen	Web Markup Languages	999	https://www.site.uottawa.ca/~diana/csi4107/WebML.pdf	University of Ottawa	2021
	491	Diana Inkpen	Word Embeddings	721	https://www.site.uottawa.ca/~diana/csi4107/WordEmbbedings.pdf	University of Ottawa	2021
	492	Shuiwang Ji, Yaochen Xie	A Mathematical View of Attention Models in Deep Learning	745	https://people.tamu.edu/~sji/classes/attn.pdf	Texas A&M University	2019
	493	Shuiwang Ji, Yaochen Xie	A Mathematical View of Attention Models in Deep Learning	745	https://people.tamu.edu/~sji/classes/attn-slides.pdf	Texas A&M University	2019
	494	Shuiwang Ji, Yaochen Xie	Back-Propagation: From Fully Connected to Convolutional Layers	516	https://people.tamu.edu/~sji/classes/bp.pdf	Texas A&M University	2019
	495	Shuiwang Ji, Yaochen Xie	Back-Propagation: From Fully Connected to Convolutional Layers	516	https://people.tamu.edu/~sji/classes/bp-slides.pdf	Texas A&M University	2019
	496	Shuiwang Ji, Yaochen Xie	A Unified View of Loss Functions in Supervised Learning	712	https://people.tamu.edu/~sji/classes/loss.pdf	Texas A&M University	2019
	497	Shuiwang Ji, Yaochen Xie	A Unified View of Loss Functions in Supervised Learning	712	https://people.tamu.edu/~sji/classes/loss-slides.pdf	Texas A&M University	2019
	498	Shuiwang Ji, Yaochen Xie	Logistic Regression: From Binary to Multi-Class	516	https://people.tamu.edu/~sji/classes/LR.pdf	Texas A&M University	2019
	499	Shuiwang Ji, Yaochen Xie	Logistic Regression: From Binary to Multi-Class	516	https://people.tamu.edu/~sji/classes/LR-slides.pdf	Texas A&M University	2019
	500	Shuiwang Ji, Yaochen Xie	A Neural Network View of Kernel Methods	521	https://people.tamu.edu/~sji/classes/nnkernel.pdf	Texas A&M University	2019
	501	Shuiwang Ji, Yaochen Xie	A Neural Network View of Kernel Methods	512	https://people.tamu.edu/~sji/classes/nnkernel-slides.pdf	Texas A&M University	2019
	502	Shuiwang Ji, Yaochen Xie	Principal Component Analysis and Autoencoders	749	https://people.tamu.edu/~sji/classes/PCA.pdf	Texas A&M University	2019
	503	Shuiwang Ji, Yaochen Xie	Principal Component Analysis and Autoencoders	749	https://people.tamu.edu/~sji/classes/PCA-slides.pdf	Texas A&M University	2019
	504	Shuiwang Ji, Yaochen Xie	Syllabus	111	https://people.tamu.edu/~sji/classes/syllabus-CSCE636-DL-F2020.pdf	Texas A&M University	2019
	505	Shuiwang Ji, Yaochen Xie	Syllabus	111	https://people.tamu.edu/~sji/classes/UG-ML-2019.pdf	Texas A&M University	2019
	572	Emma Strubell	Introduction	112	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-01-introduction.pdf	CMU	2020
	573	Emma Strubell	Linear text classification	541	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-02-linear-classification.pdf	CMU	2020
	574	Emma Strubell	Nonlinear text classification	541	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-03-nonlinear-classification.pdf	CMU	2020
	575	Emma Strubell	Vector semantics and word embeddings	721	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-04-word-vectors.pdf	CMU	2020
	576	Emma Strubell	Language modeling	211	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-05-language-modeling.pdf	CMU	2020
	577	Emma Strubell	Neural Language Modeling	751	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-06-neural-language-modeling.pdf	CMU	2020
	578	Yulia Tsvetkov	Sequence labeling, POS tagging, Viterbi	234	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-07-POS-tagging.pdf	CMU	2020
	579	Emma Strubell	Viterbi, discriminative sequence labeling, NER	234	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-08-ner-crfs.pdf	CMU	2020
	580	Emma Strubell	CRFs, neural sequence labeling	752	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-09-crfs-neural-sequence-labeling.pdf	CMU	2020
	581	Emma Strubell	Masked language modeling and Transformers	714	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-10-mlm-transformers.pdf	CMU	2020
	582	Emma Strubell	Syntactic parsing and context-free grammars	165	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-11-parsing-pcfgs.pdf	CMU	2020
	583	Emma Strubell	PCFGs & CKY	244	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-12-pcfgs-cky.pdf	CMU	2020
	584	Yulia Tsvetkov	Dependency parsing	256	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-13-dependency-parsing1.pdf	CMU	2020
	585	Emma Strubell	Graph-based dependency parsing	256	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-14-graph-dependency-parsing.pdf	CMU	2020
	586	Robert Frederking	Formal Language Theory	999	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-15-flt.pdf	CMU	2020
	587	Emma Strubell	Morphology	143	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-16-morphology.pdf	CMU	2020
	588	Emma Strubell	Feature Structures and Unification Grammar	143	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-17-feature-structures-and-unification.pdf	CMU	2020
	589	Emma Strubell	Semantics and First-Order Predicate Calculus	141	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-18-first-order-predicate-calculus.pdf	CMU	2020
	590	Emma Strubell	Predicate-Argument Structure and Frame Semantic Parsing	141	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-19-pred-arg-structure-and-fsp.pdf	CMU	2020
	591	Yonatan Bisk	Combinatory Categorial Grammars	141	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-20-ccg.pdf	CMU	2020
	592	Emma Strubell	Reference Resolution and other Discourse phenomena	441	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-21-reference-resolution-and-discourse.pdf	CMU	2020
	593	Emma Strubell	Natural Language Inference	364	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-22-nli-interpretable-nlp.pdf	CMU	2020
	594	Yulia Tsvetkov	Machine Translation	451	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-23-machine-translation.pdf	CMU	2020
	595	Chan Young Park	Summarization	421	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-24-summarization.pdf	CMU	2020
	596	Emma Strubell	Sentiment Analysis	381	http://demo.clab.cs.cmu.edu/11711fa20/slides/11711-25-sentiment-analysis.pdf	CMU	2020
	597	Sachin Kumar	recitation	999	http://demo.clab.cs.cmu.edu/11737fa20/recitations/assign1_recitation.pdf	CMU	2020
	598	Graham Neubig	Lang in 10: Hindi	999	http://demo.clab.cs.cmu.edu/11737fa20/slides/Hindi_in_10.pdf	CMU	2020
	599	Graham Neubig	Speech, Code Switching and Annotation	923	http://demo.clab.cs.cmu.edu/11737fa20/slides/Intro_Speech_CS.pdf	CMU	2020
	600	Graham Neubig	Introduction	112	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-01-intro-linguistics.pdf	CMU	2020
	601	Graham Neubig	Introduction	112	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-01-intro.pdf	CMU	2020
	602	Yulia Tsvetkov	Typology: The Space of Languages	999	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-02-typology.pdf	CMU	2020
	603	Yulia Tsvetkov	Words, Parts of Speech, Morphology	143	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-03-words.pdf	CMU	2020
	604	Graham Neubig	Text Classification and Sequence Labeling	541	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-04-seqlabeling.pdf	CMU	2020
	605	Graham Neubig	Improved Modeling/Learning Methods for Sequence Labeling and Classification	234	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-05-seqlabelingadv.pdf	CMU	2020
	606	Yulia Tsvetkov	Translation	451	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-06-translation.pdf	CMU	2020
	607	Graham Neubig	Machine Translation/ Sequence-to-sequence Models	753	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-07-mtmodels.pdf	CMU	2020
	608	Graham Neubig	Data-based Strategies to Low-resource MT	452	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-08-mtaugmentation.pdf	CMU	2020
	609	Yulia Tsvetkov	Language contact	999	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-09-languagecontact.pdf	CMU	2020
	610	Xinyi Wang	Multilingual Training and Cross-lingual Transfer	999	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-10-multilingual_training.pdf	CMU	2020
	611	Graham Neubig	Unsupervised Machine Translation	753	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-11-unsupervisedmt.pdf	CMU	2020
	612	Graham Neubig	Morphological Analysis and Inflection	457	http://demo.clab.cs.cmu.edu/11737fa20/slides/multiling-17-morphology.pdf	CMU	2020
