Title	URL	Year	Author	Resource Type	Venue
Multiple View Geometry	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/MultipleViewGeometry.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Computer Vision Segmentation III Statistical Nonparametric Methods for Segmentation	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/Segmentation3_meanshift.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Camera Calibration	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/CameraCalibration-book-chapter.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Local Features	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/LocalFeatures.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Stereo Imaging	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/stereoimaging.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Computer Vision Introduction	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/VisionIntro.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Linear Filters	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/LinearFilters.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
3D Model-based Recognition	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/3D_modelbasedvision.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Segmentation	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/segmentation.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Color	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/Color.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Fourier Transform	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/FourierTransform.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Binary Image Analysis	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/binaryImageAnalysis.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Model Fitting	www.cs.rutgers.edu/~elgammal/classes/cs534/lectures/modelfiting.pdf	2015	Ahmed Elgammal	lecture	Rutgers University
Computer Vision Introduction	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec3_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Computer Vision Introduction	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec13.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Color	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec8_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Conditional GANs	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec28_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Efficient Computation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec6.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Back-propagation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec26_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Introduction to Computer Vision	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec1.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Fourier Transform	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec5.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Image Restoration	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec7.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Global Optimization	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec14.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Grouping & Segmentation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec16.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Stochastic Gradient Descent	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec19_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Grouping & Segmentation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec17_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Introduction to Computer Vision	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec1_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
More About Architectures	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec23_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Image Restoration	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec7_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Photometric Stereo	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec10.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Efficient Computation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec6_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Machine Learning	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec18.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Stochastic Gradient Descent	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec19.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Point-Cloud Processing	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec27_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Estimation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec11_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Two View Geometry	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec13_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
More About Architectures	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec23.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
3D Transformations	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec12_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Regularization	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec24.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Back-propagation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec26.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Estimation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec11.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Variational Auto-encoders	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec28.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Stereo	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec25_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Grouping & Segmentation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec17.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Phototmetric Stereo++	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec10_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Edge Detection	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec4_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Fourier Transform	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec5_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Grouping & Segmentation	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec16_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Object Detection	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec22.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Autograd	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec20.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
3D Transformations	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec12.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Regularization	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec24_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Point-wise operations	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec3.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Radiance	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec9.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Radiance	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec9_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Edge Detection	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec4.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Sensor	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec2_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Autograd	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec20_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Point-cloud Processing	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec27.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Stereo Roundup	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec15.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Color	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec8.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Gradient Descent	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec18_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Object Detection	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec22_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Core Semantic Tasks in Vision	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec21_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Global Optimization	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec14_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Stereo Flow	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec15_4UP.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Core Semantic Tasks in Vision	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec21.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Stereo	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec25.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Sensor	www.cse.wustl.edu/~ayan/courses/cse559a/PDFs/lec2.pdf	2019	Ayan Chakrabarti	lecture	Washington University in St. Louis
Estimating a Plane-to-Plane Homography with Angle-to-Angle and Point-to-Point Correspondences	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture5.pdf	2016	Avinash Kak	lecture	Purdue University
Characterization of the Distortions by Projective Imaging and the Principle of Point/ Line Duality	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture4.pdf	2016	Avinash Kak	lecture	Purdue University
Visual Perception and Edge Detection	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture8.pdf	2016	Avinash Kak	lecture	Purdue University
Binocular stereo: Image Rectification and Scene Reconstruction	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture22.pdf	2016	Avinash Kak	lecture	Purdue University
World 2D: Planar Projective Transformations and Transformation Groups	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture3.pdf	2016	Avinash Kak	lecture	Purdue University
Extracting Interest Points and Their Descriptors (with Harris, SIFT and SURF) in Image Pairs and Establishing Point-to-Point Correspondences between the images	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture9.pdf	2016	Avinash Kak	lecture	Purdue University
Modeling the Camera	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture16.pdf	2016	Avinash Kak	lecture	Purdue University
Estimating Homographies with Linear Least-Squares Minimization	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture10.pdf	2016	Avinash Kak	lecture	Purdue University
Some Cool Properties of the Camera Projection Matrix	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture17.pdf	2016	Avinash Kak	lecture	Purdue University
Epipolar Geometry and the Fundamental Matrix	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture21.pdf	2016	Avinash Kak	lecture	Purdue University
Camera Imaging of Various Geometrical Forms	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture18.pdf	2016	Avinash Kak	lecture	Purdue University
World 3D: Representing Points, Planes and Lines	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture6.pdf	2016	Avinash Kak	lecture	Purdue University
World 2D: Using Homogeneous Coordinates to Represent and Manipulate Points, Lines and Conices	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture2.pdf	2016	Avinash Kak	lecture	Purdue University
Camera Calibration - Zhang's algorithm	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture19.pdf	2016	Avinash Kak	lecture	Purdue University
Robust Homography Estimation with the RANSAC Algorithm	engineering.purdue.edu/kak/computervision/ECE661Folder/Lecture11.pdf	2016	Avinash Kak	lecture	Purdue University
Stereo Vision	www.cs.unc.edu/~lazebnik/research/spring08/lec12_stereo.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Edge Detection	www.cs.unc.edu/~lazebnik/research/spring08/lec06_edge.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Structure from motion	www.cs.unc.edu/~lazebnik/research/spring08/lec14_sfm.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Object Recognition: Conceptual Issues	www.cs.unc.edu/~lazebnik/research/spring08/lec16_recognition_issues.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Segmentation	www.cs.unc.edu/~lazebnik/research/spring08/lec21_segmentation.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Multi-view stereo	www.cs.unc.edu/~lazebnik/research/spring08/lec13_multiview_stereo.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Visual motion	www.cs.unc.edu/~lazebnik/research/spring08/lec22_optical_flow.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Feature extraction: Corners and blobs	www.cs.unc.edu/~lazebnik/research/spring08/lec07_corner_blob.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Object Recognition: History and Overview	www.cs.unc.edu/~lazebnik/research/spring08/lec15_recognition_intro.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Robust Real-Time Face Detection	www.cs.unc.edu/~lazebnik/research/spring08/viola_jones.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Fitting: The Hough transform	www.cs.unc.edu/~lazebnik/research/spring08/lec08_hough.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Image Alignment	www.cs.unc.edu/~lazebnik/research/spring08/lec10_alignment.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Beyond bags of features: Adding spatial information	www.cs.unc.edu/~lazebnik/research/spring08/lec19_spatial.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Capturing light	www.cs.unc.edu/~lazebnik/research/spring08/lec03_light.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Harris and Laplacian Region Detectors	www.cs.unc.edu/~lazebnik/research/spring08/detectors.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Face detection and recognition	www.cs.unc.edu/~lazebnik/research/spring08/lec20_face.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Linear filtering	www.cs.unc.edu/~lazebnik/research/spring08/lec05_filter.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Fitting: Concepts and recipes	www.cs.unc.edu/~lazebnik/research/spring08/lec09_fitting.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
The camera	www.cs.unc.edu/~lazebnik/research/spring08/lec02_camera.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Computer Vision	www.cs.unc.edu/~lazebnik/research/spring08/lec01_intro.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Camera calibration and epipolar geometry	www.cs.unc.edu/~lazebnik/research/spring08/lec11_epipolar.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Tracking	www.cs.unc.edu/~lazebnik/research/spring08/lec23_tracking.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Discriminative and generative methods for bags of features	www.cs.unc.edu/~lazebnik/research/spring08/lec18_discriminative_generative.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Color	www.cs.unc.edu/~lazebnik/research/spring08/lec04_color.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Bag-of-features models	www.cs.unc.edu/~lazebnik/research/spring08/lec17_bag_of_features.pdf	2008	Svetlana Lazebnik	lecture	University of North Carolina at Chapel Hill
Convolutional Neural Networks	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 29 - Convolutional Neural Networks -  Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Context and 3D Scenes	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 27 - Context and 3D Scenes - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Feature Tracking and Optimal Flow	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 08 - Feature Tracking and Optical Flow - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Interest Points	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 07 - Interest Points - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Detection with Parts-based Models	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 24 - Detection with Parts-based Models - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Structure from Motion	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 15 - Structure from Motion - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Photo Stitching	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 13 - Photo Stitching - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Calibration and Single-view Metrology	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 12 - Calibration and Single-view Metrology - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Alignment and Instance Recognition	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 10 - Alignment and Instance Recognition - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
MRFs and Graph Cut Segmentation	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 19 - MRFs and Graph Cut Segmentation - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Fitting and Registration	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 09 - Fitting and Registration - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Templates, Pyramids and Filter Banks	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 05 - Templates, Pyramids, and Filter Banks - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Introduction	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 01 - Introduction - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Face Recognition	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 20 - Face Recognition - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Object Tracking	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 25 - Object Tracking - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Grouping and Segmentation	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 17 - Grouping and Segmentation - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Statistical Template Detection	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 23 - Statistical Template Detection - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Clustering	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 16 - clustering - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Image Categorization	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 21 - Image Categorization -  Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Epipolar Geometry and Stereo	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 14 - Epipolar Geometry and Stereo - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Light and Shading	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 02 - Light and Shading - Vision Fall 2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Classifers	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 22 - Classifiers - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Edge Detection	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 06 - Edge Detection - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
EM Mog	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 18 - EM_Mog - Notes 2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Thinking in Frequency	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 04 - Thinking in Frequency - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Image Filters	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 03 - Image Filters - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Projective Geometry and Camera Models	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 11 - Projective Geometry and Camera Models - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Summary and Discussion	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 29 - Summary and Discussion - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Action Recognition	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 26 - Action Recognition - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
EM	courses.engr.illinois.edu/cs543/sp2015/lectures/Lecture 18 - EM - Vision_Spring2015.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Useful Functions in Matlab	courses.engr.illinois.edu/cs543/sp2015/materials/Useful Functions in Matlab.pdf	2015	Derek Hoiem	lecture	University of Illinois at Urbana–Champaign
Computer Vision - Lecture 1	cs.nyu.edu/~fergus/teaching/vision_2012/1_Intro.pdf	2012	Rob Fergus	lecture	New York University
Projection Geometry	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/9-projection-geometry.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Camera	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/8-camera.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
SfM	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/12-SfM.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Stereo	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/11-stereo.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Object Detection	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/object_detection.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Corner	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/5-corner.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Motion	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/7-motion2.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
RNN	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/RNN.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Edge	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/2-edge.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Introduction to Reinforcement Learning	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/rl.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Introduction to Computer Vision	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/1-introduction.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Whirlwing Tour of Machine Learning	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/PRML.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Object Detection and Recognition	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/13-recognition.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
2D Image Analysis	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/4-2Danalysis.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Edge Linking	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/3-elink.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Introduction to advanced computer vision	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/introduction.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Vision-to-Language Generation	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/vision2language.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Coding Basics	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/codes.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Image Stitching and Alignment	sites.cs.ucsb.edu/~yfwang/courses/cs281b/notes/6-stitching.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Computer Vision and Image Analysis	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Correlated and Time-Varying Events	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/markov.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Unsupervised Learning	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/mixture.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Nonparametric Techniques	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/nonparametric.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Linear Regression	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/lr.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Unsupervised Clustering	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/cluster.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Performance and Generalization	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/performance.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Patten Recognition Artificial Neural Networks and Machine Learning	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/intro.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
