ID	Title	URL	Topic	Year	Instructor	Path	Venue
575	Multilayer Perceptrons	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L09_mlp/L09_mlp_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L09_mlp_slides.pdf	University of Wisconsin Madison
576	Regularization	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L10_regularization/L10_regularization_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L10_regularization_slides.pdf	University of Wisconsin Madison
577	Feature Normalization and Weight Initialization	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L11_weight-init/L11_weight-init_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L11_weight-init_slides.pdf	University of Wisconsin Madison
578	Common Optimization Algorithms	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L12_optim/L12_optim_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L12_optim_slides.pdf	University of Wisconsin Madison
579	Introduction to Convolutional Neural Networks Part 1	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L13_intro-cnn/L13_intro-cnn-part1_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L13_intro-cnn-part1_slides.pdf	University of Wisconsin Madison
580	Introduction to Convolutional Neural Networks Part 2	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L13_intro-cnn/L13_intro-cnn-part2_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L13_intro-cnn-part2_slides.pdf	University of Wisconsin Madison
581	Introduction to Convolutional Neural Networks Part 3	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L13_intro-cnn/L13_intro-cnn-part3_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L13_intro-cnn-part3_slides.pdf	University of Wisconsin Madison
582	Introduction to Recurrent Neural Networks (Part 1)	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L14_intro-rnn/L14_intro-rnn-part1_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L14_intro-rnn-part1_slides.pdf	University of Wisconsin Madison
583	Introduction to Recurrent Neural Networks (Part 2)	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L14_intro-rnn/L14_intro-rnn-part2_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L14_intro-rnn-part2_slides.pdf	University of Wisconsin Madison
584	A Short Introduction to Autoencoders	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L15_autoencoder/L15_autoencoder_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L15_autoencoder_slides.pdf	University of Wisconsin Madison
585	A Brief Introduction to Generative Adversarial Networks (GAN)	https://github.com/rasbt/stat479-deep-learning-ss19/blob/master/L17_gans/L17_gan_slides.pdf	1045	2019	Sebastian Raschka	./stat479ss19/L17_gan_slides.pdf	University of Wisconsin Madison
586	Final Project	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/project/project.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/project/project.pdf	University of Toronto
587	Lecture 3, Part 1: Linear Classification	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/readings/L03a%20Linear%20Classifiers.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/readings/L03a Linear Classifiers.pdf	University of Toronto
588	Lecture 3, Part 2: Training a Classifier	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/readings/L03b%20Training%20a%20Classifier.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/readings/L03b Training a Classifier.pdf	University of Toronto
589	Lecture 5: Generalization	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/readings/L05%20Generalization.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/readings/L05 Generalization.pdf	University of Toronto
590	Lecture 7: Probabilistic Models	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/readings/L07%20Probabilistic%20Models.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/readings/L07 Probabilistic Models.pdf	University of Toronto
591	Lecture 10: Mixture modeling	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/readings/L10%20Mixture%20Modeling.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/readings/L10 Mixture Modeling.pdf	University of Toronto
592	Lecture 2: Linear regression	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/readings/notes_on_linear_regression.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/readings/notes_on_linear_regression.pdf	University of Toronto
593	BASIC MULTIVARIABLE CALCULUS	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/readings/notes_on_multivariable_calculus.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/readings/notes_on_multivariable_calculus.pdf	University of Toronto
594	Lecture 1 - Introduction and Nearest Neighbors	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec01.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec01.pdf	University of Toronto
595	Lecture 2 - Linear Methods for Regression, Optimization	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec02.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec02.pdf	University of Toronto
596	Lecture 3 - Linear Classifiers, Logistic Regression, Multiclass Classification	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec03.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec03.pdf	University of Toronto
597	Lecture 4 - Neural Networks	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec04.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec04.pdf	University of Toronto
598	Lecture 5 - Decision Trees & Bias-Variance Decomposition	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec05.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec05.pdf	University of Toronto
599	Lecture 6 - Bagging, Boosting	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec06.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec06.pdf	University of Toronto
600	Lecture 7 - Probabilistic Models	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec07.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec07.pdf	University of Toronto
601	Lecture 8 - Probabilistic Models Pt. II, PCA	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec08.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec08.pdf	University of Toronto
602	Lecture 9 - PCA cont’d, Autoencoders, Matrix Factorization	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec09.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec09.pdf	University of Toronto
603	Lecture 10 - k-Means and EM Algorithm	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec10.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec10.pdf	University of Toronto
604	Lecture 11 - Reinforcement Learning	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec11.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec11.pdf	University of Toronto
605	Lecture 12 - AlphaGo and game-playing	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec12.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/slides/lec12.pdf	University of Toronto
606	Syllabus	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/syllabus.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/syllabus.pdf	University of Toronto
607	Probability Review for Machine Learning	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut01/tut01.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut01/tut01.pdf	University of Toronto
608	Linear Algebra Review	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut02/tut02.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut02/tut02.pdf	University of Toronto
609	Tutorial 3	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut03/tut03.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut03/tut03.pdf	University of Toronto
610	Tutorial 5 Worksheet	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut05/tut05.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut05/tut05.pdf	University of Toronto
611	Tutorial 5 Solutions	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut05/tut05_solution.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut05/tut05_solution.pdf	University of Toronto
612	CSC311 Midterm Review	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut06/csc311_midterm_review.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut06/csc311_midterm_review.pdf	University of Toronto
613	A simple principal component analysis example	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut08/tut08_notes.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut08/tut08_notes.pdf	University of Toronto
614	CSC311 Final Project Overview	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut09/CSC311FinalProjectReview.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut09/CSC311FinalProjectReview.pdf	University of Toronto
615	Tutorial 10 - EM Algorithm	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut10/Tut10.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut10/Tut10.pdf	University of Toronto
616	Tutorial 11 - Test 2 Review	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut11/tut11_test2_review.pdf	1559	2020	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	./toronto-csc311-f20/tutorials/tut11/tut11_test2_review.pdf	University of Toronto
617	The History of Deep Learning and Moore’s Law of AI	https://mcallester.github.io/ttic-31230/01intro/history.pdf	1045	2019	David McAllester	./ttic-31230/01intro/fundamentals.pdf	TTIC
618	The Fundamental Equations of Deep Learning	https://mcallester.github.io/ttic-31230/01intro/fundamentals.pdf	1045	2019	David McAllester	./ttic-31230/01intro/history.pdf	TTIC
619	Problems For Fundamental Equations.	https://mcallester.github.io/ttic-31230/01intro/problems.pdf	1045	2019	David McAllester	./ttic-31230/01intro/problems.pdf	TTIC
620	Deep Learning Frameworks	https://mcallester.github.io/ttic-31230/02MLP/frameworks.pdf	1045	2019	David McAllester	./ttic-31230/02MLP/backprop2.pdf	TTIC
621	Backpropagation for Scalar Source Code	https://mcallester.github.io/ttic-31230/02MLP/Backprop.pdf	1045	2019	David McAllester	./ttic-31230/02MLP/Backprop.pdf	TTIC
622	Backpropagation with Arrays and Tensors	https://mcallester.github.io/ttic-31230/02MLP/backprop2.pdf	1045	2019	David McAllester	./ttic-31230/02MLP/EDFslides.pdf	TTIC
623	Minibatching: The Batch Index	https://mcallester.github.io/ttic-31230/02MLP/minibatching.pdf	1045	2019	David McAllester	./ttic-31230/02MLP/frameworks.pdf	TTIC
624	The Educational Framework (EDF)	https://mcallester.github.io/ttic-31230/02MLP/EDFslides.pdf	1045	2019	David McAllester	./ttic-31230/02MLP/minibatching.pdf	TTIC
625	Backpropagation Problems	https://mcallester.github.io/ttic-31230/02MLP/problems.pdf	1045	2019	David McAllester	./ttic-31230/02MLP/problems.pdf	TTIC
626	Invariant Theory	https://mcallester.github.io/ttic-31230/03CNNs/CNNb.pdf	1045	2019	David McAllester	./ttic-31230/03CNNs/CNNb.pdf	TTIC
627	Convolutional Neural Networks (CNNs)	https://mcallester.github.io/ttic-31230/03CNNs/CNNs.pdf	1045	2019	David McAllester	./ttic-31230/03CNNs/CNNs.pdf	TTIC
628	Einstein Notation	https://mcallester.github.io/ttic-31230/03CNNs/Einstein.pdf	1045	2019	David McAllester	./ttic-31230/03CNNs/Einstein.pdf	TTIC
629	CNN Problems	https://mcallester.github.io/ttic-31230/03CNNs/problems.pdf	1045	2019	David McAllester	./ttic-31230/03CNNs/problems.pdf	TTIC
630	Trainability: Relu, Batch Normalization, Initialization, and Residual Connections (ResNet)	https://mcallester.github.io/ttic-31230/03CNNs/trainability.pdf	1045	2019	David McAllester	./ttic-31230/03CNNs/trainability.pdf	TTIC
631	Statistical Machine Translation	https://mcallester.github.io/ttic-31230/05RNNs/Phrases.pdf	1045	2019	David McAllester	./ttic-31230/05RNNs/Phrases.pdf	TTIC
632	Problems For Language Modeling, Translation and Attention	https://mcallester.github.io/ttic-31230/05RNNs/problems.pdf	1045	2019	David McAllester	./ttic-31230/05RNNs/problems.pdf	TTIC
633	Recurrent Nerual Networks (RNNs)	https://mcallester.github.io/ttic-31230/05RNNs/RNNs.pdf	1045	2019	David McAllester	./ttic-31230/05RNNs/RNNs.pdf	TTIC
634	The Transformer	https://mcallester.github.io/ttic-31230/05RNNs/Transformer.pdf	1045	2019	David McAllester	./ttic-31230/05RNNs/Transformer.pdf	TTIC
635	Machine Translation and Attention	https://mcallester.github.io/ttic-31230/05RNNs/Translation.pdf	1045	2019	David McAllester	./ttic-31230/05RNNs/Translation.pdf	TTIC
636	The Classical Convergence Theorem	https://mcallester.github.io/ttic-31230/06SGD/Classical.pdf	1045	2019	David McAllester	./ttic-31230/06SGD/Classical.pdf	TTIC
637	Decoupling the Learning Rate From the Batch Size	https://mcallester.github.io/ttic-31230/06SGD/Decoupling1.pdf	1045	2019	David McAllester	./ttic-31230/06SGD/Decoupling1.pdf	TTIC
638	Gradient Flow	https://mcallester.github.io/ttic-31230/06SGD/flow.pdf	1045	2019	David McAllester	./ttic-31230/06SGD/flow.pdf	TTIC
639	Heat Capacity with Loss as Energy and Learning Rate as Temperature	https://mcallester.github.io/ttic-31230/06SGD/Heat.pdf	1045	2019	David McAllester	./ttic-31230/06SGD/Heat.pdf	TTIC
640	Continuous Time Noise Stationary Parameter Densities	https://mcallester.github.io/ttic-31230/06SGD/Langevin.pdf	1045	2019	David McAllester	./ttic-31230/06SGD/Langevin.pdf	TTIC
641	Momentum as a Running Average Decoupled Momentum	https://mcallester.github.io/ttic-31230/06SGD/Momentum.pdf	1045	2019	David McAllester	./ttic-31230/06SGD/Momentum.pdf	TTIC
642	RMSProp and Adam and Decoupled Versions	https://mcallester.github.io/ttic-31230/06SGD/RMS.pdf	1045	2019	David McAllester	./ttic-31230/06SGD/RMS.pdf	TTIC
643	SGD Problems	https://mcallester.github.io/ttic-31230/06SGD/SGDproblems.pdf	1045	2019	David McAllester	./ttic-31230/06SGD/SGDproblems.pdf	TTIC
644	Double Descent	https://mcallester.github.io/ttic-31230/07regularization/Double.pdf	1045	2019	David McAllester	./ttic-31230/07regularization/Double.pdf	TTIC
645	Early Stopping, Shrinkage Decoupled Shrinkage Ensembles	https://mcallester.github.io/ttic-31230/07regularization/Early.pdf	1045	2019	David McAllester	./ttic-31230/07regularization/Early.pdf	TTIC
646	Implicit Regularization	https://mcallester.github.io/ttic-31230/07regularization/Implicit.pdf	1045	2019	David McAllester	./ttic-31230/07regularization/Implicit.pdf	TTIC
647	PAC-Bayesian Learning Theory	https://mcallester.github.io/ttic-31230/07regularization/REGproblems.pdf	1045	2019	David McAllester	./ttic-31230/07regularization/PCABayes.pdf	TTIC
649	Perils of Differential Entropy	https://mcallester.github.io/ttic-31230/08InfoTheory/information.pdf	1045	2019	David McAllester	./ttic-31230/08InfoTheory/information.pdf	TTIC
650	Noise Contrastive Estimation	https://mcallester.github.io/ttic-31230/09GraphicalModels/Contrastive.pdf	1045	2019	David McAllester	./ttic-31230/09GraphicalModels/Contrastive.pdf	TTIC
651	Speech Recognition Connectionist Temporal Classification (CTC)	https://mcallester.github.io/ttic-31230/09GraphicalModels/CTC.pdf	1045	2019	David McAllester	./ttic-31230/09GraphicalModels/CTC.pdf	TTIC
652	Problems for Graphical Models.	https://mcallester.github.io/ttic-31230/09GraphicalModels/DGMproblems.pdf	1045	2019	David McAllester	./ttic-31230/09GraphicalModels/DGMproblems.pdf	TTIC
653	Exponential Softmax	https://mcallester.github.io/ttic-31230/09GraphicalModels/DGMs1.pdf	1045	2019	David McAllester	./ttic-31230/09GraphicalModels/DGMs1.pdf	TTIC
654	Exponential Softmax Backpropagation: The Model Marginals	https://mcallester.github.io/ttic-31230/09GraphicalModels/DGMs2.pdf	1045	2019	David McAllester	./ttic-31230/09GraphicalModels/DGMs2.pdf	TTIC
655	Loopy Belief Propagation (Loopy BP)	https://mcallester.github.io/ttic-31230/09GraphicalModels/Loopy.pdf	1045	2019	David McAllester	./ttic-31230/09GraphicalModels/Loopy.pdf	TTIC
656	Monte-Carlo Markov Chain (MCMC) Sampling	https://mcallester.github.io/ttic-31230/09GraphicalModels/MCMC.pdf	1045	2019	David McAllester	./ttic-31230/09GraphicalModels/MCMC.pdf	TTIC
657	Posterior Collapse VAE Non-Identifiability β-VAEs	https://mcallester.github.io/ttic-31230/11AutoEncoders/Collapse.pdf	1045	2019	David McAllester	./ttic-31230/11AutoEncoders/Collapse.pdf	TTIC
658	The Evidence Lower Bound (ELBO) and Variational Auto Encoders (VAEs)	https://mcallester.github.io/ttic-31230/11AutoEncoders/ELBO.pdf	1045	2019	David McAllester	./ttic-31230/11AutoEncoders/ELBO.pdf	TTIC
659	Gaussian Noisy Channel RDAs	https://mcallester.github.io/ttic-31230/11AutoEncoders/GaussianRDAs.pdf	1045	2019	David McAllester	./ttic-31230/11AutoEncoders/GaussianRDAs.pdf	TTIC
660	Gaussian VAEs	https://mcallester.github.io/ttic-31230/11AutoEncoders/GaussianVAEs.pdf	1045	2019	David McAllester	./ttic-31230/11AutoEncoders/GaussianVAEs.pdf	TTIC
661	Interpretable Latent Variables	https://mcallester.github.io/ttic-31230/11AutoEncoders/Latent.pdf	1045	2019	David McAllester	./ttic-31230/11AutoEncoders/Latent.pdf	TTIC
662	Noisy Channel RDAs	https://mcallester.github.io/ttic-31230/11AutoEncoders/Noisy.pdf	1045	2019	David McAllester	./ttic-31230/11AutoEncoders/Noisy.pdf	TTIC
663	Rate-Distortion Autoencoders (RDAs)	https://mcallester.github.io/ttic-31230/11AutoEncoders/Rate.pdf	1045	2019	David McAllester	./ttic-31230/11AutoEncoders/Rate.pdf	TTIC
664	Problems for RDAs and VAEs	https://mcallester.github.io/ttic-31230/11AutoEncoders/Rateproblems.pdf	1045	2019	David McAllester	./ttic-31230/11AutoEncoders/Rateproblems.pdf	TTIC
665	Vector Quantized Variational Autoencoders (VQ-VAEs)	https://mcallester.github.io/ttic-31230/11AutoEncoders/VQVAE.pdf	1045	2019	David McAllester	./ttic-31230/11AutoEncoders/VQVAE.pdf	TTIC
666	Problems for GANs.	https://mcallester.github.io/ttic-31230/14GANs/GANproblems.pdf	1045	2019	David McAllester	./ttic-31230/14GANs/GANproblems.pdf	TTIC
667	REINFORCE and Actor-Critic Algorithms	https://mcallester.github.io/ttic-31230/15RL/REINFORCE.pdf	1045	2019	David McAllester	./ttic-31230/15RL/REINFORCE.pdf	TTIC
668	Deep Reinforcement Learning	https://mcallester.github.io/ttic-31230/15RL/RL.pdf	1045	2019	David McAllester	./ttic-31230/15RL/RL.pdf	TTIC
669	RL Problems.	https://mcallester.github.io/ttic-31230/15RL/RLproblems.pdf	1045	2019	David McAllester	./ttic-31230/15RL/RLproblems.pdf	TTIC
670	The AlphaZero Training Algorithm	https://mcallester.github.io/ttic-31230/16alpha/algorithm.pdf	1045	2019	David McAllester	./ttic-31230/16alpha/algorithm.pdf	TTIC
671	What About alpha-beta?	https://mcallester.github.io/ttic-31230/16alpha/alphabeta.pdf	1045	2019	David McAllester	./ttic-31230/16alpha/alphabeta.pdf	TTIC
672	AlphaZero Background Algorithms	https://mcallester.github.io/ttic-31230/16alpha/alphago.pdf	1045	2019	David McAllester	./ttic-31230/16alpha/alphago.pdf	TTIC
673	AlphaZero Problems.	https://mcallester.github.io/ttic-31230/16alpha/alphaproblems.pdf	1045	2019	David McAllester	./ttic-31230/16alpha/alphaproblems.pdf	TTIC
674	AlphaStar	https://mcallester.github.io/ttic-31230/16alpha/alphastar.pdf	1045	2019	David McAllester	./ttic-31230/16alpha/alphastar.pdf	TTIC
675	The Policy as a Q-Function	https://mcallester.github.io/ttic-31230/16alpha/analysis.pdf	1045	2019	David McAllester	./ttic-31230/16alpha/analysis.pdf	TTIC
676	AlphaZero Quantitative Results	https://mcallester.github.io/ttic-31230/16alpha/results.pdf	1045	2019	David McAllester	./ttic-31230/16alpha/results.pdf	TTIC
677	The free Lunch Theorem and The Intelligence Explosion	https://mcallester.github.io/ttic-31230/18AGI/arch.pdf	1045	2019	David McAllester	./ttic-31230/18AGI/arch.pdf	TTIC
678	Representing Functions with Deep Circuits Circuit Complexity Theory	https://mcallester.github.io/ttic-31230/18AGI/circuits.pdf	1045	2019	David McAllester	./ttic-31230/18AGI/circuits.pdf	TTIC
679	Representing Functions with Shallow Circuits The Classical Universality Theorems	https://mcallester.github.io/ttic-31230/18AGI/classical.pdf	1045	2019	David McAllester	./ttic-31230/18AGI/classical.pdf	TTIC
680	Representing Functions and Knowledge with Logic	https://mcallester.github.io/ttic-31230/18AGI/logic.pdf	1045	2019	David McAllester	./ttic-31230/18AGI/logic.pdf	TTIC
681	Representing Choices and Knowledge with Natural Language	https://mcallester.github.io/ttic-31230/18AGI/NLP.pdf	1045	2019	David McAllester	./ttic-31230/18AGI/NLP.pdf	TTIC
682	Representing Functions with Programs Python, Assembler, and the Turing Tarpit	https://mcallester.github.io/ttic-31230/18AGI/programs.pdf	1045	2019	David McAllester	./ttic-31230/18AGI/programs.pdf	TTIC
683	Contrastive Predictive Coding	https://mcallester.github.io/ttic-31230/pretraining/CPC.pdf	1045	2019	David McAllester	./ttic-31230/pretraining/CPC.pdf	TTIC
684	Mutual Information Coding	https://mcallester.github.io/ttic-31230/pretraining/MI.pdf	1045	2019	David McAllester	./ttic-31230/pretraining/MI.pdf	TTIC
685	Pretraining for NLP	https://mcallester.github.io/ttic-31230/pretraining/NLPpretraining.pdf	1045	2019	David McAllester	./ttic-31230/pretraining/NLPpretraining.pdf	TTIC
686	Transformer Problems.	https://mcallester.github.io/ttic-31230/pretraining/PREproblems.pdf	1045	2019	David McAllester	./ttic-31230/pretraining/PREproblems.pdf	TTIC
687	Self-Supervised Pretraining in Vision	https://mcallester.github.io/ttic-31230/pretraining/self.pdf	1045	2019	David McAllester	./ttic-31230/pretraining/self.pdf	TTIC
688	Supervised Imagenet Pretraining	https://mcallester.github.io/ttic-31230/pretraining/supervised.pdf	1045	2019	David McAllester	./ttic-31230/pretraining/supervised.pdf	TTIC
689	Network Analysis and Modeling	https://aaronclauset.github.io/courses/5352/csci5352_2017_L0.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L0.pdf	University of Colorado Boulder
690	Data Wrangling: From Raw Data to Networks	https://aaronclauset.github.io/courses/5352/csci5352_2017_L10a.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L10a.pdf	University of Colorado Boulder
691	Exploration, testing , and prediction	https://aaronclauset.github.io/courses/5352/csci5352_2017_L10b.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L10b.pdf	University of Colorado Boulder
692	Spatial Networks	https://aaronclauset.github.io/courses/5352/csci5352_2017_L11.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L11.pdf	University of Colorado Boulder
693	Growing Networks	https://aaronclauset.github.io/courses/5352/csci5352_2017_L12.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L12.pdf	University of Colorado Boulder
694	Dynamic Networks	https://aaronclauset.github.io/courses/5352/csci5352_2017_L13.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L13.pdf	University of Colorado Boulder
695	Network basics	https://aaronclauset.github.io/courses/5352/csci5352_2017_L1.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L1.pdf	University of Colorado Boulder
696	Measures of Structural Importance	https://aaronclauset.github.io/courses/5352/csci5352_2017_L2.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L2.pdf	University of Colorado Boulder
697	Measures of Structural Importance (Supplement)	https://aaronclauset.github.io/courses/5352/csci5352_2017_L2_supplement.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L2_supplement.pdf	University of Colorado Boulder
698	Random graphs I: homogeneous degrees	https://aaronclauset.github.io/courses/5352/csci5352_2017_L3.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L3.pdf	University of Colorado Boulder
699	Random graphs II: heterogeneous degrees	https://aaronclauset.github.io/courses/5352/csci5352_2017_L4.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L4.pdf	University of Colorado Boulder
700	Large-scale structure I: assortativity and modularity	https://aaronclauset.github.io/courses/5352/csci5352_2017_L5.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L5.pdf	University of Colorado Boulder
701	Large-scale structure II: stochastic block models	https://aaronclauset.github.io/courses/5352/csci5352_2017_L6.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L6.pdf	University of Colorado Boulder
702	Large-scale structure II: stochastic block models (supplement)	https://aaronclauset.github.io/courses/5352/csci5352_2017_L6_supplement.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L6_supplement.pdf	University of Colorado Boulder
703	Large-scale structure III: generalizations and theorems	https://aaronclauset.github.io/courses/5352/csci5352_2017_L8.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L8.pdf	University of Colorado Boulder
704	Wrangling network data I: sampling	https://aaronclauset.github.io/courses/5352/csci5352_2017_L9.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_L9.pdf	University of Colorado Boulder
705	Network Analysis and Modeling Problem Set 1	https://aaronclauset.github.io/courses/5352/csci5352_2017_PS1.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_PS1.pdf	University of Colorado Boulder
706	Network Analysis and Modeling Problem Set 2	https://aaronclauset.github.io/courses/5352/csci5352_2017_PS2.pdf	1044	2017	Aaron Clauset	./5352/csci5352_2017_PS2.pdf	University of Colorado Boulder
